Date,Open,High,Low,Close,Volume
"Nov 19, 2019",101.2,103.9,100,100.98,155.00K
"Nov 18, 2019",97,100.59,97,100.59,105.50K
"Nov 15, 2019",97.39,97.39,94.7,95.8,40.00K
"Nov 14, 2019",97.12,99.98,95,95.87,196.00K
"Nov 13, 2019",94.49,97.8,93.3,95.22,64.50K
"Nov 12, 2019",95,96.4,93.5,94.68,93.00K
"Nov 11, 2019",94,94.34,92.3,93.95,44.00K
"Nov 08, 2019",92.15,95,91.3,91.52,44.00K
"Nov 07, 2019",92.49,93.4,92,92.09,11.00K
"Nov 06, 2019",95.89,96.33,93.1,93.9,71.00K
"Nov 05, 2019",95.69,95.69,91,91.75,128.50K
"Nov 04, 2019",91.14,91.14,91.14,91.14,6.50K
"Nov 01, 2019",83,87.13,83,86.8,45.50K
"Oct 31, 2019",80,82.99,79.1,82.99,43.50K
"Oct 30, 2019",80,80,78.5,79.04,19.50K
"Oct 29, 2019",80,81,78.5,78.91,34.00K
"Oct 28, 2019",77.9,79.65,77.9,79,17.50K
"Oct 25, 2019",74.61,76,74,75.86,24.50K
"Oct 24, 2019",73.3,76,73.3,74.32,44.00K
"Oct 23, 2019",74.69,74.69,73.3,73.3,1.50K
"Oct 22, 2019",73.83,73.83,72.5,73.01,7.00K
"Oct 21, 2019",76.5,76.5,75,75,27.00K
"Oct 18, 2019",77,78.9,76.25,78.9,4.50K
"Oct 17, 2019",78.44,80,78,78.01,3.00K
"Oct 16, 2019",78.95,79,77.6,78.44,10.50K
"Oct 15, 2019",79,80,77.5,78.93,42.50K
"Oct 14, 2019",79.5,79.75,77.3,78.41,10.00K
"Oct 11, 2019",82,82.1,80.5,80.5,14.50K
"Oct 10, 2019",80.5,80.99,78.81,79.19,20.50K
"Oct 09, 2019",80.99,80.99,79.5,79.85,4.50K
"Oct 08, 2019",85.5,85.5,80.1,80.88,74.50K
"Oct 07, 2019",80.51,84.18,80.5,84.18,28.00K
"Oct 04, 2019",79.49,81,78,80.18,11.00K
"Oct 03, 2019",76,78.88,76,78.51,14.00K
"Oct 02, 2019",76,76.9,74.62,75.76,3.00K
"Oct 01, 2019",71.5,74.66,70.5,74.66,20.00K
"Sep 30, 2019",71,71.99,71,71.11,11.00K
"Sep 27, 2019",71,72.88,70.25,71.49,8.50K
"Sep 26, 2019",71.11,73,70,70.49,8.00K
"Sep 25, 2019",72.52,73.89,72.5,72.75,4.50K
"Sep 24, 2019",73,74.48,73,74.42,7.50K
"Sep 23, 2019",77,77,74.5,74.5,5.00K
"Sep 20, 2019",78.5,78.5,77,77.2,16.50K
"Sep 19, 2019",81,82.49,79,79.25,4.50K
"Sep 18, 2019",78.08,80,78.08,80,10.50K
"Sep 17, 2019",82.01,82.45,80,80.71,36.50K
"Sep 16, 2019",87.9,88.6,87.9,88.04,31.50K
"Sep 13, 2019",88,88,86.5,86.56,5.50K
"Sep 12, 2019",87.9,89.8,87,87.67,66.00K
"Sep 11, 2019",88,88.45,87.1,88,16.50K
"Sep 06, 2019",88.48,88.48,88.48,88.48,0.50K
"Sep 05, 2019",89,89.05,85.26,85.69,13.00K
"Sep 04, 2019",85.5,88.4,85.5,88.2,11.50K
"Sep 03, 2019",85,85.7,85,85.52,26.00K
"Sep 02, 2019",84.98,85.01,84.9,85,18.00K
"Aug 30, 2019",83.5,83.99,82,83.95,12.50K
"Aug 29, 2019",82.51,83.99,82.5,83.3,19.00K
"Aug 28, 2019",82,84,81.51,83.78,60.50K
"Aug 27, 2019",79.5,82,79,82,45.50K
"Aug 26, 2019",80,80.75,79.1,79.89,29.00K
"Aug 23, 2019",80,82.5,79.75,80.5,24.00K
"Aug 22, 2019",76,78.92,76,78.92,39.00K
"Aug 21, 2019",71.25,75.5,70,75.17,82.50K
"Aug 20, 2019",70.25,72.75,70.25,72.1,14.50K
"Aug 19, 2019",66.5,69.3,66.5,69.3,33.00K
"Aug 16, 2019",66,66,66,66,3.00K
"Aug 09, 2019",64.17,67,64.17,66.21,22.00K
"Aug 08, 2019",65.51,66.76,65.51,66,15.00K
"Aug 07, 2019",69,69,68,68.18,6.50K
"Aug 06, 2019",69.03,69.03,69.03,69.03,0.50K
"Aug 05, 2019",69.89,69.89,69.5,69.5,1.00K
"Aug 02, 2019",69.95,69.99,68.75,69.15,4.50K
"Aug 01, 2019",71.75,72.9,71,72,19.50K
"Jul 31, 2019",68.97,70.96,68.5,70.18,13.50K
"Jul 30, 2019",66.99,69.02,66.99,68.89,7.00K
"Jul 29, 2019",70.51,70.51,70.51,70.51,0.50K
"Jul 26, 2019",72,72,72,72,1.00K
"Jul 25, 2019",71,73.5,71,73.49,1.50K
"Jul 24, 2019",72,74,72,73.77,20.50K
"Jul 23, 2019",70.39,72,70.39,72,3.50K
"Jul 22, 2019",68.5,69.5,67.51,69,6.00K
"Jul 19, 2019",69,70.1,66.51,66.51,3.50K
"Jul 18, 2019",70,70,67.87,67.87,3.00K
"Jul 17, 2019",69.51,70,69,69.45,9.00K
"Jul 16, 2019",65.9,69,65.89,69,23.50K
"Jul 15, 2019",74.48,74.48,69.35,69.35,7.50K
"Jul 12, 2019",73,73,73,73,2.00K
"Jul 11, 2019",73.9,73.9,73,73,4.00K
"Jul 10, 2019",74,74,73.5,73.5,3.00K
"Jul 09, 2019",74.5,74.5,72.25,73.5,2.00K
"Jul 08, 2019",74,74.9,74,74.9,1.00K
"Jul 05, 2019",73,73,73,73,1.50K
"Jul 04, 2019",75,75,73.51,73.62,19.50K
"Jul 03, 2019",74.53,76.4,74.5,75.15,12.50K
"Jul 02, 2019",71.4,72.98,71,72.84,22.00K
"Jul 01, 2019",71.5,71.5,71.49,71.49,4.00K
"Jun 28, 2019",71.01,72.98,68.26,71.41,41.50K
"Jun 27, 2019",72,72,68.4,71.82,32.50K
"Jun 26, 2019",75,75.1,71.5,72,25.50K
"Jun 25, 2019",75.25,77,75,75.14,4.50K
"Jun 24, 2019",82,82,76.72,76.94,21.60K
"Jun 21, 2019",83.01,83.01,80.05,80.75,3.40K
"Jun 20, 2019",81.99,83.49,81,82.52,16.40K
"Jun 19, 2019",80.5,81.99,80,80,12.50K
"Jun 18, 2019",83,83.95,80,80.08,25.30K
"Jun 17, 2019",86.88,87.5,83,83.05,71.50K
"Jun 14, 2019",85.84,86.7,84,85.84,20.70K
"Jun 13, 2019",82.5,84.9,82.5,83.42,20.00K
"Jun 12, 2019",80,83.5,80,81.14,8.90K
"Jun 11, 2019",81.2,81.2,78,80,19.50K
"Jun 10, 2019",85,85,81.39,81.39,9.80K
"Jun 03, 2019",85.55,86,85.5,85.67,1.40K
"May 30, 2019",89.98,90,85,85.61,41.20K
"May 29, 2019",87.98,88.47,85.01,88.37,10.60K
"May 28, 2019",83.7,88.9,83.7,85.01,15.20K
"May 27, 2019",87.6,89.4,87,87.22,20.70K
"May 24, 2019",88,90.5,88,88.79,31.80K
"May 23, 2019",89.85,90.97,87,89.14,56.00K
"May 22, 2019",85.85,86.64,85.85,86.64,29.90K
"May 21, 2019",77.5,82.74,77.01,82.52,31.60K
"May 20, 2019",75.01,79.64,72.06,78.8,114.40K
"May 17, 2019",75.85,76.05,75.85,75.85,93.70K
"May 16, 2019",79,80,78.01,79.84,82.80K
"May 15, 2019",80,81,79.5,80.12,62.90K
"May 14, 2019",80.01,80.1,79,79.82,29.40K
"May 13, 2019",86.02,86.61,81.72,81.72,21.50K
"May 10, 2019",88,88,86,86.02,100.50K
"May 09, 2019",86,89,85.1,88.35,5.70K
"May 08, 2019",88.45,90,87.1,88,64.80K
"May 07, 2019",89.9,90.98,89,89.1,8.60K
"May 06, 2019",89.5,90,89.01,89.59,27.90K
"May 03, 2019",90.5,91,89.5,89.79,24.20K
"May 02, 2019",90.89,91.9,90,90.8,9.30K
"Apr 30, 2019",91.49,91.49,90.3,90.31,26.30K
"Apr 29, 2019",90.51,93.9,90,91.7,39.60K
"Apr 26, 2019",85.5,90.3,85.5,89.97,29.20K
"Apr 25, 2019",85,86.53,85,86,13.40K
"Apr 24, 2019",85.85,87,84.26,85.32,7.50K
"Apr 23, 2019",89.4,89.4,85,85.84,19.10K
"Apr 22, 2019",89.7,89.7,86.12,86.97,12.40K
"Apr 19, 2019",89.5,90.5,87.5,87.94,46.00K
"Apr 18, 2019",90,90.4,87.91,88.96,38.80K
"Apr 17, 2019",92.99,92.99,87.5,88.31,25.50K
"Apr 16, 2019",86.5,90.31,86.5,90.31,139.00K
"Apr 15, 2019",84.08,86.5,84.08,86.01,63.00K
"Apr 12, 2019",84.99,87.1,84.5,86.12,107.50K
"Apr 11, 2019",81.5,84.77,81,84.77,45.70K
"Apr 10, 2019",82.01,83,80.01,80.74,15.20K
"Apr 09, 2019",88,88,83,84.2,17.40K
"Apr 08, 2019",88.51,88.51,85.4,85.4,33.60K
"Apr 05, 2019",89,90,88.2,89.89,23.30K
"Apr 04, 2019",90,90,88.25,88.75,6.30K
"Apr 03, 2019",89.97,90,88.5,88.94,24.20K
"Apr 02, 2019",89.6,90,88.5,88.5,10.00K
"Apr 01, 2019",89.5,89,87.25,88.2,4.60K
"Mar 29, 2019",89.5,90.9,87.01,89.15,26.70K
"Mar 28, 2019",90.27,90.75,89.01,89.14,49.70K
"Mar 27, 2019",90,91.36,89,90.37,128.30K
"Mar 26, 2019",89.5,90.5,89.5,89.92,14.30K
"Mar 25, 2019",90,90,88.9,89.57,10.60K
"Mar 22, 2019",91.05,92.84,89.5,89.99,32.10K
"Mar 21, 2019",91.31,92,88,91.38,20.00K
"Mar 20, 2019",93.01,94.45,90.12,91.31,20.40K
"Mar 19, 2019",94.01,94.15,93.44,93.52,3.90K
"Mar 18, 2019",93,95,93,94.9,15.50K
"Mar 15, 2019",96.5,96.5,93.05,93.6,18.50K
"Mar 14, 2019",97,97.3,96,96.13,14.10K
"Mar 13, 2019",96.52,97.97,96.52,96.98,26.90K
"Mar 12, 2019",98.01,98.06,97,97.27,19.60K
"Mar 11, 2019",100.7,100.7,97.05,98.5,8.10K
"Mar 08, 2019",98.21,99.77,97.05,98.11,12.50K
"Mar 07, 2019",99,99.1,98.65,98.89,12.70K
"Mar 06, 2019",99.9,100.98,99,99.58,40.30K
"Mar 05, 2019",100,100,98.52,98.85,23.20K
"Mar 04, 2019",100.95,101,99.45,99.51,29.70K
"Mar 01, 2019",102,102,99.99,100.4,101.50K
"Feb 28, 2019",100.88,100.9,98.5,100.44,39.00K
"Feb 27, 2019",100,100.59,97.57,98.91,118.70K
"Feb 26, 2019",103,105.75,102.55,102.7,11.60K
"Feb 25, 2019",109.5,108.75,106,106.53,14.40K
"Feb 22, 2019",108.51,109,107.36,108.13,12.60K
"Feb 21, 2019",107,108.4,106.55,107.68,23.60K
"Feb 20, 2019",107.26,108.5,107.02,107.69,21.50K
"Feb 19, 2019",110.9,110.9,108.51,108.83,16.90K
"Feb 18, 2019",113.5,113.5,109.75,110.6,16.20K
"Feb 15, 2019",113,113,111.84,111.99,43.30K
"Feb 14, 2019",114.44,114.44,113,113.54,7.70K
"Feb 13, 2019",110.2,116,110.2,114.94,197.70K
"Feb 12, 2019",112.4,114.39,111.15,112.79,43.00K
"Feb 11, 2019",114,114.5,111,111.1,33.20K
"Feb 08, 2019",114.7,115.75,112.1,113.27,37.60K
"Feb 07, 2019",116.59,116.59,113.15,113.66,44.30K
"Feb 06, 2019",119,122,116,116.59,116.30K
"Feb 04, 2019",113.9,117.56,113.5,117.55,100.80K
"Feb 01, 2019",113,113,111.1,111.97,31.30K
"Jan 31, 2019",110.25,111,109.2,110.69,49.90K
"Jan 30, 2019",110,110.95,110,110.14,19.10K
"Jan 29, 2019",110.48,112.5,109.8,110.51,163.60K
"Jan 28, 2019",109.5,110,108.9,109.62,68.70K
"Jan 25, 2019",109.9,109.97,108.5,109.66,5.40K
"Jan 24, 2019",111.48,111.48,108.7,108.75,13.60K
"Jan 23, 2019",108,109.5,107.81,108.07,21.10K
"Jan 22, 2019",108,109.45,107.3,107.98,45.90K
"Jan 21, 2019",112.15,112.15,107.36,107.98,65.20K
"Jan 18, 2019",110.1,112.25,110.1,111.59,25.40K
"Jan 17, 2019",110.63,112.98,110.5,112.05,27.80K
"Jan 16, 2019",114,115,112,112.58,30.80K
"Jan 15, 2019",115.88,117,114,115.09,63.70K
"Jan 14, 2019",109,113.61,109,113.61,85.20K
"Jan 11, 2019",108.5,109,108,108.2,17.30K
"Jan 10, 2019",108.5,109.25,107.55,108.06,14.60K
"Jan 09, 2019",108.99,109.1,107.99,108.45,31.20K
"Jan 08, 2019",107.54,109.5,107.54,108.69,76.10K
"Jan 07, 2019",107.9,108.99,107,107.46,91.20K
"Jan 04, 2019",106,108.4,105.5,106.11,13.50K
"Jan 03, 2019",112.5,112.5,105.5,106.66,46.20K
"Jan 02, 2019",114.5,116,108.86,109.39,110.10K
"Jan 01, 2019",113.9,115,113.55,114.58,38.30K
"Dec 31, 2018",112.65,113.99,112.65,113.2,14.40K
"Dec 28, 2018",113.6,115.9,112,115.26,2.20K
"Dec 27, 2018",118,118,115,115.03,14.00K
"Dec 26, 2018",119,119,116,116.14,7.10K
"Dec 24, 2018",116.5,118,116.5,117.28,1.40K
"Dec 21, 2018",117.4,118.9,116.9,117.69,30.90K
"Dec 20, 2018",116.01,118.4,115.5,116.54,20.60K
"Dec 19, 2018",116.95,117.88,115.25,116.78,25.30K
"Dec 18, 2018",116,117.49,115.51,116.12,11.00K
"Dec 17, 2018",116.9,116.9,116,116,4.70K
"Dec 14, 2018",118.32,119.5,116.1,116.81,42.40K
"Dec 13, 2018",119.98,122,117,117,18.10K
"Dec 12, 2018",119,119.89,116,117.54,22.00K
"Dec 11, 2018",119.81,122,116.52,119,58.30K
"Dec 10, 2018",119.5,123,118.5,119.81,56.50K
"Dec 07, 2018",118.9,120.75,112.3,119.68,35.10K
"Dec 06, 2018",118.12,119,115,115.31,40.50K
"Dec 05, 2018",121,121.25,117.42,119.62,31.60K
"Dec 04, 2018",119.52,125.8,119,123.59,58.70K
"Dec 03, 2018",125.11,128.5,124.21,124.21,31.90K
"Nov 30, 2018",134.75,134.75,129.12,130.74,88.10K
"Nov 29, 2018",137.75,137.75,134,134.51,41.60K
"Nov 28, 2018",136,136,133.5,134.41,33.00K
"Nov 27, 2018",135.5,137,135.2,135.69,40.30K
"Nov 26, 2018",137.75,137.75,135.99,136.01,161.20K
"Nov 23, 2018",137,137.83,136,136.8,198.60K
"Nov 22, 2018",137,140,135.5,136.25,236.50K
"Nov 20, 2018",136.99,137.1,135.52,136.94,25.40K
"Nov 19, 2018",133.5,138,133,137.03,70.30K
"Nov 16, 2018",135,139,135,137.04,181.70K
"Nov 15, 2018",133.4,135,132,133.94,142.60K
"Nov 14, 2018",126,131.71,125.25,131.71,407.10K
"Nov 13, 2018",125.1,126,123,125.44,48.30K
"Nov 12, 2018",128.84,128.99,125.5,125.78,59.00K
"Nov 09, 2018",126,128.5,125,127.72,88.30K
"Nov 08, 2018",126.55,127.7,125.25,126.86,97.70K
"Nov 07, 2018",128.11,129.75,126.99,127.03,140.10K
"Nov 06, 2018",128.3,129.5,122,125.07,125.10K
"Nov 05, 2018",132.9,132.9,127.1,128.11,109.20K
"Nov 02, 2018",128.5,134.6,128.5,133.7,231.10K
"Nov 01, 2018",129.2,131.94,129.1,129.61,34.10K
"Oct 31, 2018",127.1,132.25,125,130.89,385.20K
"Oct 30, 2018",130.5,131.05,127,129.24,261.90K
"Oct 29, 2018",128.5,133.4,128.05,130.9,319.20K
"Oct 26, 2018",125.03,130.5,123,127.11,145.50K
"Oct 25, 2018",126.5,130.26,126,128.55,224.20K
"Oct 24, 2018",122,124.06,122,124.06,37.10K
"Oct 23, 2018",116,119.5,115.2,118.16,84.30K
"Oct 22, 2018",116.5,116.88,112.55,116.88,163.90K
"Oct 19, 2018",105,111.32,104.75,111.32,94.90K
"Oct 18, 2018",103.95,107,100.01,106.02,139.60K
"Oct 17, 2018",99.93,102.88,99.93,102.78,95.80K
"Oct 16, 2018",98,101.48,97.5,97.99,42.90K
"Oct 15, 2018",99.5,100.1,95.55,99.54,139.20K
"Oct 12, 2018",104,105.9,99,100.57,160.40K
"Oct 11, 2018",96.5,103.5,96.5,103.5,154.20K
"Oct 10, 2018",99,100,95.85,98.58,89.90K
"Oct 09, 2018",102.5,110.5,100.89,100.89,122.40K
"Oct 08, 2018",119.17,120.81,112.82,112.87,208.68K
"Oct 05, 2018",121.71,123.33,117.59,118.75,67.68K
"Oct 04, 2018",128.33,129.16,122.49,123.07,345.36K
"Oct 03, 2018",128.33,128.41,127.5,127.74,143.28K
"Oct 02, 2018",125.83,129.58,125.83,128.85,131.88K
"Oct 01, 2018",123.33,126.67,122.92,125.65,64.68K
"Sep 28, 2018",124.17,124.82,123.12,123.3,39.36K
"Sep 27, 2018",125,125,122.08,123.39,88.32K
"Sep 26, 2018",123.75,125.83,123.75,125,81.48K
"Sep 25, 2018",122.5,124.58,122.5,123.62,60.24K
"Sep 24, 2018",125.96,126.58,123.12,123.27,81.24K
"Sep 19, 2018",125,127.92,125,126.81,128.04K
"Sep 18, 2018",121,126.25,120.83,125.81,259.20K
"Sep 17, 2018",124.15,124.15,120,121.29,181.56K
"Sep 14, 2018",124.17,128.87,122.71,123.46,518.52K
"Sep 13, 2018",122.5,125.83,121.67,123.69,225.00K
"Sep 12, 2018",124.17,124.17,122.29,122.75,67.92K
"Sep 11, 2018",124.04,124.5,122.29,123.35,99.12K
"Sep 10, 2018",124.23,124.86,121.67,123.27,132.84K
"Sep 07, 2018",125,127.5,123.33,124.23,217.20K
"Sep 06, 2018",125.5,126.25,122.5,124.73,239.40K
"Sep 05, 2018",125.04,125.83,124.25,124.9,52.20K
"Sep 04, 2018",124.58,127.08,124.58,125.7,138.72K
"Sep 03, 2018",123.33,124.99,121.67,123.89,180.96K
"Aug 31, 2018",124.17,125.01,123.75,124.05,198.84K
"Aug 30, 2018",125.12,126.67,123.33,124.77,432.24K
"Aug 29, 2018",129.17,129.17,124.17,124.98,424.80K
"Aug 28, 2018",131.65,131.67,128.37,128.76,362.04K
"Aug 27, 2018",133.21,134.54,130.83,131.3,542.52K
"Aug 24, 2018",133.32,133.33,130.92,133.08,115.44K
"Aug 20, 2018",135,135,131.71,132.43,431.88K
"Aug 17, 2018",132.5,136.67,130.83,132.13,914.52K
"Aug 16, 2018",131.67,133.34,129.25,131.98,575.40K
"Aug 15, 2018",144.08,145,132.15,133.42,2.02M
"Aug 13, 2018",140,140.42,136.68,139.1,272.28K
"Aug 10, 2018",144.17,145.58,138.83,139.52,933.84K
"Aug 09, 2018",136.66,142.02,136.25,142.02,1.44M
"Aug 08, 2018",134.37,137.5,133.33,135.26,373.92K
"Aug 07, 2018",133.33,135.87,132.5,135.64,1.21M
"Aug 06, 2018",125.79,129.4,125.74,129.4,710.04K
"Aug 03, 2018",124.92,125.67,122.71,123.24,34.08K
"Aug 02, 2018",126.21,126.21,122.5,122.61,87.12K
"Aug 01, 2018",121.67,125.79,118.75,124.39,71.64K
"Jul 31, 2018",125,126.67,120,120.77,75.48K
"Jul 30, 2018",123.33,126.64,123.33,124.83,597.60K
"Jul 27, 2018",116.67,122,116.25,120.62,123.24K
"Jul 26, 2018",120.71,120.71,115.42,117.2,357.84K
"Jul 24, 2018",114.08,116.16,111.79,115.35,102.96K
"Jul 23, 2018",111.67,113.25,111.3,111.67,18.48K
"Jul 20, 2018",113.33,114.17,110.42,112.74,56.28K
"Jul 19, 2018",110.83,113.33,110.42,112.67,57.24K
"Jul 18, 2018",104.62,108.82,103.33,108.61,125.64K
"Jul 17, 2018",100.92,104.17,100.83,103.64,220.20K
"Jul 16, 2018",101.27,103.23,98.33,101.59,30.12K
"Jul 13, 2018",102.5,102.5,100,100.82,101.04K
"Jul 12, 2018",99.58,102.5,98.83,101.67,24.72K
"Jul 11, 2018",100,104.02,100,102.09,126.00K
"Jul 10, 2018",99.97,100,95,99.07,53.52K
"Jul 09, 2018",105.83,105.83,98.39,98.39,66.36K
"Jul 06, 2018",101.67,105.97,99.26,103.57,154.20K
"Jul 05, 2018",104.17,104.17,99.58,100.92,104.04K
"Jul 04, 2018",108.25,108.33,102.93,102.93,50.88K
"Jul 03, 2018",112.5,112.5,108.33,108.35,107.52K
"Jul 02, 2018",114.12,114.17,109.58,111.62,25.92K
"Jun 29, 2018",112.51,115.82,111.67,112.07,35.52K
"Jun 28, 2018",116.67,116.67,112.42,112.91,212.76K
"Jun 27, 2018",116.75,117.92,113.42,116.64,17.76K
"Jun 26, 2018",116.75,122,116.67,117.02,8.40K
"Jun 25, 2018",117.5,120,116.58,118.84,13.20K
"Jun 22, 2018",119.17,119.77,116.75,119.33,7.56K
"Jun 21, 2018",121.67,121.76,119.17,119.77,44.28K
"Jun 20, 2018",129.07,129.07,124.58,124.97,36.00K
"Jun 19, 2018",127.5,129.57,125.83,127.11,38.88K
"Jun 14, 2018",130.46,131.67,130,130,5.88K
"Jun 13, 2018",130.87,134.17,130.87,131.92,4.32K
"Jun 12, 2018",134.17,134.17,130,133.32,4.44K
"Jun 11, 2018",133.42,133.42,133.32,133.32,1.56K
"Jun 07, 2018",134.17,135.83,133.33,133.36,45.12K
"Jun 06, 2018",133.33,135,133.33,134.12,79.80K
"Jun 05, 2018",130.82,134.58,130.8,134.25,17.28K
"Jun 04, 2018",129.17,130.42,129.17,130.21,3.48K
"Jun 01, 2018",128.33,129.17,127.92,128.85,6.24K
"May 31, 2018",127.92,128.33,126.87,128.33,99.48K
"May 30, 2018",133.33,133.33,126.67,127.02,326.52K
"May 29, 2018",135.37,135.37,132.59,133.32,68.16K
"May 28, 2018",138.33,138.33,132.55,133.52,36.72K
"May 25, 2018",135.83,138.75,135.83,138.75,0.60K
"May 23, 2018",135.01,140.83,135,140.74,5.76K
"May 22, 2018",130.84,137.5,130.83,136.9,15.00K
"May 21, 2018",129.17,134.17,129.17,133.58,3.24K
"May 18, 2018",133.37,134.17,129.17,132.2,6.60K
"May 17, 2018",138.33,139.99,133.79,134.03,21.24K
"May 16, 2018",139.17,142.42,139.17,140.83,7.92K
"May 15, 2018",148.32,148.32,141.29,144.16,3.00K
"May 14, 2018",142.12,145.83,138.33,145.76,19.32K
"May 11, 2018",148.17,148.17,141.67,142.62,4.32K
"May 10, 2018",143.33,145.75,141.67,143.96,8.76K
"May 09, 2018",142.5,145.42,141.67,141.92,4.80K
"May 08, 2018",148.33,148.33,148.33,145.13,0.24K
"May 07, 2018",145.92,145.93,145.09,145.13,2.04K
"May 04, 2018",143.42,150,142.5,147.03,10.20K
"May 03, 2018",145.83,146.67,145,146,3.00K
"May 02, 2018",148.29,148.29,146.25,146.25,3.24K
"Apr 30, 2018",148.33,148.33,145.84,147.57,4.20K
"Apr 27, 2018",148.42,150,148.33,148.64,9.12K
"Apr 26, 2018",152.49,152.5,147.79,149.91,25.08K
"Apr 25, 2018",152.03,152.5,150,150.62,13.68K
"Apr 24, 2018",154.17,154.17,150.04,151.99,20.64K
"Apr 23, 2018",151.67,152.5,151.67,151.96,3.12K
"Apr 20, 2018",151.25,152.5,150.83,151.58,1.08K
"Apr 19, 2018",151.87,152.91,151.27,151.39,14.88K
"Apr 18, 2018",154.33,155.33,152.1,152.29,16.56K
"Apr 17, 2018",152.59,155.82,152.59,153.42,6.48K
"Apr 16, 2018",154.17,155.42,152.5,153.3,12.48K
"Apr 13, 2018",153.33,155.67,153.33,154.93,3.72K
"Apr 12, 2018",154.75,154.75,153.33,153.42,20.40K
"Apr 11, 2018",155.92,157.5,155,155.02,35.52K
"Apr 10, 2018",155.83,157.48,155.67,156.94,2.88K
"Apr 09, 2018",158.33,160,155.83,155.94,24.12K
"Apr 06, 2018",157.5,159.17,155.04,158.23,11.40K
"Apr 05, 2018",159.9,159.9,157.5,157.5,27.48K
"Apr 04, 2018",160,160.83,156.33,157.82,49.08K
"Apr 03, 2018",162.5,164.71,158.34,159.92,128.28K
"Apr 02, 2018",162.5,164.17,161.67,162.56,135.12K
"Mar 30, 2018",156.67,160,156.5,158.63,23.04K
"Mar 29, 2018",158.33,159.16,156.66,158.16,91.92K
"Mar 28, 2018",153.33,157.5,152.92,156.65,207.96K
"Mar 27, 2018",153.33,154.99,153.33,153.97,55.08K
"Mar 26, 2018",153.33,154.17,153.08,153.28,15.36K
"Mar 22, 2018",155,156.67,153.75,154.68,31.08K
"Mar 21, 2018",155,156.67,152.5,153.67,16.56K
"Mar 20, 2018",155.83,156.67,153.75,156.27,16.20K
"Mar 19, 2018",156.76,159.58,155.83,157.97,1.68K
"Mar 16, 2018",158.32,158.33,157.08,158.12,1.08K
"Mar 15, 2018",157.58,158.33,155.83,157.29,9.00K
"Mar 14, 2018",159.17,159.17,158.33,159.05,3.24K
"Mar 13, 2018",159.17,159.92,157.92,159.33,19.08K
"Mar 12, 2018",157.92,158.33,155,156.84,12.36K
"Mar 09, 2018",157.5,159.08,157.5,157.82,0.60K
"Mar 08, 2018",155,158.32,155,157.92,6.00K
"Mar 07, 2018",160,160.21,157.71,157.82,3.00K
"Mar 06, 2018",160.82,161.25,159.17,159.55,39.96K
"Mar 05, 2018",159.17,159.99,158.33,158.86,4.92K
"Mar 02, 2018",162.08,162.08,158.37,159.64,48.00K
"Mar 01, 2018",158.33,163.66,157.5,158.6,539.76K
"Feb 28, 2018",154.25,158.33,154.25,158.33,3.84K
"Feb 27, 2018",157.5,157.5,157.5,157.5,0.60K
"Feb 26, 2018",153.33,158.32,152.92,157.5,3.24K
"Feb 23, 2018",157.5,158.32,156.29,157.48,3.12K
"Feb 22, 2018",153.4,160,153.4,159.49,11.76K
"Feb 21, 2018",157.5,160.83,157.5,158.33,30.60K
"Feb 20, 2018",156.67,158.32,153.5,158.08,5.04K
"Feb 19, 2018",157.58,159.25,155.21,156.76,5.52K
"Feb 16, 2018",158.32,159.83,156.67,159.04,9.72K
"Feb 15, 2018",158.33,158.33,155,157.64,16.80K
"Feb 14, 2018",162.03,162.09,157.5,158.33,12.24K
"Feb 13, 2018",162.42,164.17,161,163.08,66.36K
"Feb 12, 2018",158.33,162.54,158.33,162.43,26.40K
"Feb 09, 2018",158.8,160,157.71,159.59,26.64K
"Feb 08, 2018",158.46,162.5,158.46,159.99,22.32K
"Feb 07, 2018",159.25,164.57,159.25,161.12,125.76K
"Feb 06, 2018",158.77,162.42,158.34,160.83,42.84K
"Feb 02, 2018",161.41,165.83,160.83,160.85,48.24K
"Feb 01, 2018",157.5,161.67,157.5,159.25,46.20K
"Jan 31, 2018",158.33,158.33,156.67,156.92,10.44K
"Jan 30, 2018",158.25,158.33,156.29,156.67,21.00K
"Jan 29, 2018",155.01,158.32,155.01,156.69,7.44K
"Jan 26, 2018",160,162.08,156.67,159.23,34.44K
"Jan 25, 2018",161.25,161.25,156.8,157.5,28.20K
"Jan 24, 2018",161.67,165,160.25,161.81,75.84K
"Jan 23, 2018",166.67,168.33,160.01,161.47,132.36K
"Jan 22, 2018",162.83,165.95,158.83,165.94,437.28K
"Jan 19, 2018",157.46,160,155.83,158.05,64.92K
"Jan 18, 2018",156.67,158.5,153.58,154.21,38.76K
"Jan 17, 2018",153.33,155.96,153.33,155.65,10.08K
"Jan 16, 2018",150,155.22,150,154.02,68.52K
"Jan 15, 2018",152.5,154.17,147.17,147.83,27.12K
"Jan 12, 2018",154.67,157.17,150.87,153.47,30.72K
"Jan 11, 2018",154.17,157.5,154.17,155.27,23.40K
"Jan 10, 2018",154.21,158.33,154.21,156.05,104.16K
"Jan 09, 2018",154.17,156.67,149.17,152.79,158.40K
"Jan 08, 2018",152.5,154.17,152.5,153.06,17.04K
"Jan 05, 2018",152.5,152.5,150,151.92,27.24K
"Jan 04, 2018",152.5,152.5,150.83,152.12,9.12K
"Jan 03, 2018",153.7,154.17,150.08,152.4,11.40K
